Price,Close,High,Low,Open,Volume
Ticker,LEAPIND.NS,LEAPIND.NS,LEAPIND.NS,LEAPIND.NS,LEAPIND.NS
Date,,,,,
2026-08-14,144.92999267578125,167.0,143.0,165.89999389648438,92916431
