Price,Close,High,Low,Open,Volume
Ticker,HINDCOPPER.NS,HINDCOPPER.NS,HINDCOPPER.NS,HINDCOPPER.NS,HINDCOPPER.NS
Date,,,,,
2016-08-05,59.25750732421875,60.35047004290938,58.30710622118081,58.30710622118081,372414
2016-08-08,59.019901275634766,60.06534456201563,58.63974304689893,59.49510178067367,182828
2016-08-09,58.11702346801758,59.305024735757165,57.87942321446966,58.924862879883634,138143
2016-08-10,56.31126022338867,58.4496625103528,56.07365996928155,58.40214318462981,137729
2016-08-11,55.97861862182617,57.21413915858037,55.50341813649825,57.07157756278521,127329
2016-08-12,59.209983825683594,60.25542714071987,56.21622273717535,56.50134232291534,817592
2016-08-16,61.063270568847656,61.39590950307241,59.30502998710117,59.30502998710117,516321
2016-08-17,60.92070770263672,62.25127066319198,60.39798783438015,61.348392538699905,315773
2016-08-18,61.633506774902344,62.631430779943116,61.20582920187606,61.20582920187606,321471
2016-08-19,66.62311553955078,68.42887907648844,61.15830922441455,61.871110048127974,3663998
2016-08-22,66.71815490722656,70.13960469814897,65.29255324467057,67.09831680077183,3293372
2016-08-23,63.154144287109375,64.57974580375729,62.82150538342171,63.91446799638197,1081780
2016-08-24,64.91240692138672,66.43304743947046,63.15415884477313,63.15415884477313,1718615
2016-08-25,63.771907806396484,65.53014826565858,62.916545427273604,64.86487044355435,532812
2016-08-26,61.77607345581055,64.34215360665783,61.11079556514204,64.10455332413548,398972
2016-08-29,60.873191833496094,62.48887076270833,60.635587938943985,62.346309151075545,223922
2016-08-30,62.108707427978516,63.20167009026269,60.82566745529041,60.82566745529041,353498
2016-08-31,62.53639221191406,65.86279589869706,61.87110712396671,62.53639221191406,874389
2016-09-01,61.633506774902344,63.961993703002626,61.11079054686851,63.01159265095792,248207
2016-09-02,62.96406555175781,64.81734458081213,61.34838677006862,61.91862591354809,503723
2016-09-06,61.91862487792969,63.48678793450806,61.063262551524765,63.48678793450806,196167
2016-09-07,65.3875961303711,66.3379971947603,61.77606918529825,61.77606918529825,1484192
2016-09-08,65.10246276855469,67.00326460121322,64.43718502751763,65.53014028050943,658480
2016-09-09,63.6768684387207,65.57767048166758,63.29670657993445,65.53014753020017,331041
2016-09-12,61.205833435058594,63.1066356706133,60.82567153775064,62.15623455283595,255448
2016-09-14,61.490943908691406,62.203744683139846,60.73062743320374,61.1107892964398,188256
2016-09-15,62.583900451660156,63.58182433909921,61.633499511616776,61.77606110282003,290037
2016-09-16,59.92279052734375,63.391752476892194,59.01990872865569,62.72647458622029,506976
2016-09-19,60.39798355102539,61.06326498412203,59.8752637198395,60.16038329816888,208954
2016-09-20,59.6851806640625,60.58806231781859,59.49509974345721,60.302942749656665,156345
2016-09-21,60.11286544799805,61.49094404799315,59.73270358390077,59.73270358390077,301974
2016-09-22,60.635589599609375,61.20583243626575,60.20790837849021,60.8256705451615,127358
2016-09-23,60.06534194946289,61.15830088821864,59.68518011177012,60.92070064603365,203890
2016-09-26,62.298789978027344,63.581829909292026,59.82774514213939,60.35046497985863,808155
2016-09-27,61.585994720458984,63.53431264195336,61.01574825467037,62.86903476651334,268809
2016-09-28,62.298789978027344,63.91446881725186,61.30086600316349,62.10870542277575,597778
2016-09-29,59.067420959472656,60.25542215636075,58.06949705369311,59.5426214382279,1415589
2016-09-30,56.73894119262695,58.354623639581305,56.54886026495724,58.354623639581305,1162881
2016-10-03,56.97654342651367,57.356701669576374,56.40630062368121,56.548862230762396,816878
2016-10-04,56.78646469116211,57.73686577385938,56.54886442048779,57.21414590347436,456669
2016-10-05,56.453819274902344,57.16662000501226,55.883576515519216,57.024058408793486,283114
2016-10-06,56.121177673339844,57.309178909547256,55.83605810174848,57.309178909547256,302094
2016-10-07,56.026145935058594,56.833985425123956,55.836064988721894,56.168703925691744,202079
2016-10-10,55.97861862182617,56.738938673252456,55.836057026031,55.931095672899794,168968
2016-10-13,54.83814239501953,56.216224669882045,54.55302279947716,55.78854346382232,191339
2016-10-14,55.45589828491211,56.21622200429621,54.74309751710865,54.83813979477776,200427
2016-10-17,54.83814239501953,56.40630198324872,54.743100112843834,56.40630198324872,159066
2016-10-18,56.69142532348633,57.21414518732849,55.02822344958429,55.02822344958429,757681
2016-10-19,55.97861862182617,57.926939886572264,55.8835763494654,57.926939886572264,237597
2016-10-20,56.31126022338867,56.976541659987056,55.97862131783556,55.97862131783556,172140
2016-10-21,55.883575439453125,56.548856833177126,55.55093655533709,56.548856833177126,158132
2016-10-24,55.97861862182617,56.54885775402288,55.836057026031,56.35877683479332,153881
2016-10-25,58.30710220336914,58.8298256744143,55.40837976394638,55.59846069655441,1155329
2016-10-26,56.833980560302734,59.01990219233511,55.883579535463255,58.73478260998171,604537
2016-10-27,56.07365798950195,58.16454087692077,55.64597682211073,55.88357706782896,364048
2016-10-28,56.73894119262695,57.59429992890245,56.073659758529026,56.21622136065435,379664
2016-11-01,58.829830169677734,59.30503072476239,56.69142767179677,57.024066610159025,2132237
2016-11-02,57.879425048828125,60.54054724780467,57.2616629198281,58.354625570984375,4287307
2016-11-03,57.11910629272461,59.59015139866236,56.54886706661959,58.82983122202481,1544378
2016-11-04,55.075748443603516,57.68935165716501,54.45798623383734,57.2141510728811,673981
2016-11-07,56.026145935058594,56.833985425123956,55.59846471217414,56.073665265269646,402174
2016-11-08,55.26582717895508,56.83398686870596,55.02822689637228,56.64390591754121,324620
2016-11-09,53.50758361816406,54.648065714699804,47.47253781117253,51.22662305058522,763828
2016-11-10,57.07157897949219,58.92486164337414,54.64805716925828,54.64805716925828,1081739
2016-11-11,57.45174026489258,59.01989971475303,55.9786194633296,57.0240590965699,1139164
2016-11-15,54.362937927246094,58.63974242741506,53.98277607703424,58.63974242741506,552917
2016-11-16,54.362937927246094,56.026139677311804,54.07781835233325,55.97862035240834,250438
2016-11-17,53.65013885498047,55.40837930983729,53.36501927115128,54.93317879495791,241259
2016-11-18,52.60469436645508,54.36293840734757,52.2720554637011,53.74517630167062,203273
2016-11-21,51.51173782348633,53.5550979131639,51.27413756011738,53.50757858558857,218149
2016-11-22,53.22245788574219,54.26789757258666,51.51173675022749,52.60469576365722,235294
2016-11-23,53.50758361816406,54.17286514326763,53.222464000403285,54.030303521640924,187052
2016-11-24,55.69350051879883,57.40422532267719,53.50757881166708,53.79269840381604,994458
2016-11-25,58.164546966552734,59.30502899050326,57.02406494260221,57.49926548379056,1875366
2016-11-28,58.25958251953125,59.25750287774213,57.97446293511275,58.3546247979989,844988
2016-11-29,56.881492614746094,58.829817366987974,56.64389238891091,58.54469419559237,438320
2016-11-30,55.97861862182617,57.1190968862196,55.74101837916221,56.88149664355564,327982
2016-12-01,57.499263763427734,59.44758519890823,55.97862352731913,56.548862709486784,1973426
2016-12-02,55.69350051879883,57.87942585142289,55.12326133450092,56.9290247939315,673090
2016-12-05,56.833980560302734,57.30918107272248,55.64597927925338,55.97862181324251,445169
2016-12-06,58.54470443725586,59.019904972056615,57.0240641760904,57.404226054127946,720425
2016-12-07,60.017822265625,62.536386267854795,59.01989835404854,59.68517975326886,5590040
2016-12-08,60.77814483642578,62.15622701518213,59.59014358327239,61.58598786386535,1945118
2016-12-09,60.58806228637695,61.77606350767846,60.350462042116646,61.53846326341816,975657
2016-12-12,59.78022766113281,61.87110707654277,59.20998485425458,60.39798617005219,1431600
2016-12-13,58.21206283569336,61.30086616983219,57.689342996552924,60.92070430927976,1516220
2016-12-14,56.26374816894531,58.25958911118202,55.931105594910775,58.21206977931783,638925
2016-12-15,56.121177673339844,57.1666209364976,55.78853877739859,56.07365834898996,569098
2016-12-16,55.55093765258789,56.73893887002779,55.17077581281033,56.548857950139,390389
2016-12-19,55.075748443603516,55.97863027884149,54.83814815146156,55.97863027884149,323384
2016-12-20,55.503421783447266,57.309181571048775,54.79062100861957,54.88565966173304,826347
2016-12-21,55.075748443603516,56.263749904313286,54.93318681812125,55.64598769454711,296487
2016-12-22,53.65013885498047,55.40837930983729,52.98485740905089,55.2182983787871,609881
2016-12-23,55.6459846496582,57.16662861145434,53.079900909839914,53.127423866062095,1568975
2016-12-26,55.31333923339844,58.829823678096695,54.83813873074981,55.36085855856488,1888829
2016-12-27,55.55093765258789,56.501338626539805,54.64805600223517,55.645976299786284,525092
2016-12-28,56.168701171875,57.594302761267684,55.88358157909492,56.453824390147396,732917
2016-12-29,56.31126022338867,56.83398005732592,55.50342080962131,56.83398005732592,392558
2016-12-30,56.64390182495117,57.689345168076485,56.35878223155057,56.78646343439764,487565
2017-01-02,60.3504638671875,61.4434264740342,56.35877891780266,56.8814987458846,7803727
2017-01-03,59.25750732421875,60.73063193432155,58.68726811259298,60.35047004290938,3973525
2017-01-04,58.92486572265625,60.25542865691316,58.497184520538504,59.54262786188103,1386575
2017-01-05,60.30295181274414,61.11079494035644,59.11495041227831,59.305031361451356,3084902
2017-01-06,59.16246032714844,60.77814269973523,59.01989873158502,60.63558110417181,824167
2017-01-09,61.348388671875,62.06118943606727,59.25750207965374,59.40006368268906,5699319
2017-01-10,64.48471069335938,65.1024728346884,60.54054845604227,61.53846884738793,6769211
2017-01-11,64.05701446533203,65.95781603848145,63.77189132896659,64.91237662344578,3730492
2017-01-12,66.1954345703125,66.90823535767915,62.96406955072014,63.91447060054233,6674268
2017-01-13,64.81734466552734,66.76566959686143,64.48470576897824,66.52806934918577,2337892
2017-01-16,63.96197509765625,65.67269214313026,63.581813337223416,64.43717548545166,2062162
2017-01-17,61.966148376464844,64.53223567870485,61.82359401327226,64.48471272365072,1303567
2017-01-18,61.823585510253906,62.8690251187942,61.53846232111387,62.346301689032096,1491101
2017-01-19,63.96197509765625,66.24293115828827,61.776050413404334,61.776050413404334,3733530
2017-01-20,61.39590835571289,63.86694971504171,61.11079238212772,63.86694971504171,1156783
2017-01-23,62.82150650024414,63.344229966034916,61.11078900044456,61.77606681964699,1001501
2017-01-24,62.86904525756836,63.62936192052003,61.3959203934335,63.249207214537314,932304
2017-01-25,66.5755844116211,66.81318463114724,63.20165839395643,64.62725971111334,5237449
2017-01-27,65.29254913330078,67.47847444530301,64.72230995438245,67.0507968738604,1697013
2017-01-30,64.24711608886719,65.48264048039717,63.8669541798591,65.29255590040046,648953
2017-01-31,63.05909729003906,64.81733747766359,62.72645843037766,63.961982481672365,705677
