Price,Close,High,Low,Open,Volume
Ticker,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
Date,,,,,
2016-08-08,92.46817016601562,93.11662896564656,92.00498726726214,92.00498726726214,5468510
2016-08-09,92.86397552490234,93.05766743312603,92.01340199727746,92.24920143802278,4676916
2016-08-10,91.39864349365234,92.8050311021403,90.96072237222411,92.6366009559664,3369775
2016-08-11,91.45758819580078,92.22394671702551,90.95229776687547,91.10388900761711,2665604
2016-08-12,91.58392333984375,92.55239679452374,91.03652530024202,91.03652530024202,4163470
2016-08-16,90.36279296875,91.96287933944913,90.07646309415502,91.58391151480986,4939065
2016-08-17,88.89745330810547,90.64070806682327,88.69533850286984,90.39647887149665,5300457
2016-08-18,88.44268035888672,89.27640809205168,88.12265901504131,89.25956233847695,4851732
2016-08-19,87.60053253173828,89.23430339625791,87.42367952734236,88.74585876834483,5503785
2016-08-22,86.82575225830078,87.58368784053341,86.65732212891575,87.24682758176336,5422857
2016-08-23,87.5163345336914,87.66791893648137,86.74155305546527,86.78366059551146,6156019
2016-08-24,87.52474975585938,87.92055648560451,87.0868286363114,87.60054195062416,5587134
2016-08-25,84.8888168334961,87.7942369440363,84.59406406865868,87.75212940620239,25798062
2016-08-26,82.5307846069336,85.23408957547491,82.19392434551884,84.88880643683687,17698571
2016-08-29,80.64437103271484,82.79185526631295,80.3580343188166,82.69921732084234,27176665
2016-08-30,82.43814849853516,82.60657863298997,80.53488660850793,80.66120920934902,24165572
2016-08-31,82.80868530273438,83.54135905713653,81.89916540724947,82.83395393248837,14992145
2016-09-01,81.51178741455078,82.48026074297992,81.09913493225595,82.48026074297992,10604872
2016-09-02,81.45282745361328,81.78127169041879,80.72858337614358,81.52020361779063,8611208
2016-09-06,81.33492279052734,81.75599809064944,80.84647818376135,81.68862878400556,8491053
2016-09-07,81.1412353515625,82.4886763859786,80.85490550243698,82.16023900452757,11453063
2016-09-08,79.8274917602539,80.7875422803824,79.19587867419034,80.34120510760705,11891858
2016-09-09,80.9559555053711,81.35176903123258,79.8864283487176,80.44224226545698,10113106
2016-09-12,80.91386413574219,81.41915459983542,79.5243153594858,79.97065938149915,10068429
2016-09-14,80.5180435180664,81.68020864396546,80.14749175879251,81.60441645809193,9826386
2016-09-15,80.58541107177734,80.81279447788476,79.87800592996645,80.81279447788476,9677981
2016-09-16,80.74542999267578,81.23388152923681,80.50963052912232,81.06545138285857,12324284
2016-09-19,80.83805847167969,81.17491872496461,80.20644549677046,80.84648134869968,11299922
2016-09-20,81.02335357666016,81.26757594755014,80.52647910242067,81.26757594755014,5829321
