Price,Close,High,Low,Open,Volume
Ticker,NIFTY_50.NS,NIFTY_50.NS,NIFTY_50.NS,NIFTY_50.NS,NIFTY_50.NS
Date,,,,,
2020-12-09,13458.099609375,13458.099609375,13458.099609375,13458.099609375,0
